customer_id,customer_name,email,phone,dob,address,city,state,signup_date
CUS000001,Melissa Campbell,teresa13@example.com,7519297589,2004-06-06,592 Mark Groves,South Justinborough,Ohio,2024-04-20
CUS000002,Elizabeth Shaw,garrett88@example.com,6651188360,1998-01-30,88885 Green Isle,Port Michaelland,North Dakota,2023-02-28
CUS000003,Tina Howard,dcochran@example.com,0409836973,1987-05-31,63179 Harris Shore Suite 713,West Ryan,Wyoming,2023-09-19
CUS000004,Barbara Fletcher,mercedesharvey@example.com,2270581021,1968-05-11,466 Dawn Grove,North Robertport,Oklahoma,2025-05-18
CUS000005,Christopher Maldonado,johnsonpatricia@example.net,8860109011,1979-10-19,883 Teresa Tunnel,East Jessicaside,Utah,2024-12-29
CUS000006,Thomas Martinez,ashleyferguson@example.org,1388313839,1973-07-31,650 Russell Valleys,New Jaime,Illinois,2024-10-08
CUS000007,Amanda Mcbride,lonnierichard@example.com,0551908503,1979-09-24,8320 Marcus Roads Suite 671,Peterstad,Georgia,2023-03-04
CUS000008,John Garcia,fullersean@example.net,4118688828,1970-11-14,943 Williams Trail Apt. 012,Wintersville,Arizona,2022-06-17
CUS000009,Sierra Nelson,hbell@example.org,7087199086,2007-03-21,53370 Susan Plaza,Robinborough,South Carolina,2023-01-19
CUS000010,Rachael Short,robinmcdonald@example.org,7595137055,1994-11-07,813 Vasquez Road Suite 276,Perezport,Connecticut,2022-08-07
CUS000011,Sydney Jones,aweber@example.org,8482695710,1984-12-19,0581 Lynch Bypass,North Annette,North Carolina,2022-04-07
CUS000012,Kenneth Mendez,berrydouglas@example.com,6238754663,1960-07-22,923 Miller Neck Apt. 482,South Davidfurt,Virginia,2023-05-14
CUS000013,Michael Oconnor,david59@example.org,5382340402,1975-06-23,896 Figueroa Views,West Zacharyland,Georgia,2024-08-19
CUS000014,Mark Rodriguez,tranellen@example.org,2522322908,1984-10-01,7193 Thomas Junctions Suite 448,Port Ricardo,Massachusetts,2024-09-22
CUS000015,Darlene Nelson,pamelareynolds@example.net,5376246858,2003-11-04,869 Lopez Oval Suite 630,Port Taylorbury,Florida,2025-04-08
CUS000016,Charles Dorsey,kevin87@example.com,4923180054,1982-01-11,98468 Cordova Forges,New David,Washington,2025-04-26
CUS000017,Joshua Sims MD,deborah86@example.com,6747504116,2007-09-11,91221 Cline Skyway,Lake Gregory,Mississippi,2022-12-22
CUS000018,James Garcia,brooke24@example.org,7105267631,1973-03-05,462 Michelle Via Suite 978,Wilsonview,Florida,2022-12-10
CUS000019,James Smith,stevengilbert@example.net,2208617112,2007-09-19,918 Herrera Mission,Hernandezbury,Indiana,2023-02-28
CUS000020,Jill Moore,kimberly85@example.com,8896471233,1975-03-23,21083 Clark Isle,Ellisshire,Nevada,2024-11-23
CUS000021,Caitlin Phillips,robinsonshawn@example.com,7915516219,1967-05-24,057 Wilson Coves,Jacobchester,Pennsylvania,2025-09-17
CUS000022,Toni Anderson,danielberry@example.org,7353464716,1968-03-04,084 Paul Junction Apt. 657,East Priscilla,Wisconsin,2023-04-01
CUS000023,Julie Thomas,amywillis@example.com,6788331193,1980-06-19,89251 Kevin Cove,South Stacy,Arizona,2022-12-13
CUS000024,Jessica Bean,manningjonathan@example.com,9623293491,1976-06-25,8980 Stevens Overpass,Garymouth,North Carolina,2023-06-24
CUS000025,Matthew Davidson,jay96@example.net,1200011476,1997-06-22,5603 Johnny Point,Kellystad,Oklahoma,2023-11-15
CUS000026,Samantha Rice,moralesandrew@example.org,1000368741,1969-12-27,6912 Rodriguez Burg Apt. 274,Timothyfort,Pennsylvania,2023-07-30
CUS000027,John Parker,emurray@example.net,2302178808,1960-11-16,1723 Stephen Garden,North Erinview,Wisconsin,2022-10-08
CUS000028,Pamela Fisher,staciegill@example.org,2774455663,2005-09-14,842 Lopez Run,Petersonport,Indiana,2025-04-28
CUS000029,Kathryn Henry,mathisnicholas@example.net,1847818094,2006-03-21,4079 Soto Island,Markberg,Indiana,2026-05-20
CUS000030,Jason Lee,audrey42@example.net,2400851794,1972-03-30,964 Veronica Harbor Suite 600,West Meganfurt,South Carolina,2025-01-21
CUS000031,Patrick Duncan,yarmstrong@example.org,5107021670,1974-02-25,6279 Tracy Park Suite 533,East Theresaport,New Jersey,2024-05-10
CUS000032,Jason Hill,sherrycox@example.org,5122040897,1963-03-05,41735 Jonathan Union Suite 334,Lake Peterfort,Arkansas,2025-07-26
CUS000033,Sarah Perry,maria81@example.com,7175193551,1963-02-16,6505 Morgan Overpass,Kevinbury,Wyoming,2024-05-17
CUS000034,Michael Mathis,natalie33@example.net,4264182874,1978-02-06,973 Williams Land,New Wendy,North Dakota,2022-06-27
CUS000035,Danielle Anderson,riverajustin@example.net,1827130745,1975-04-11,55019 Edward Estate Suite 314,South April,Michigan,2022-02-18
CUS000036,Stephanie Middleton,ryan40@example.com,4251614705,1960-12-05,5886 Danny Mount,North Aaronview,Mississippi,2026-03-06
CUS000037,Brittany Gibson,kellysharon@example.net,8526902206,1981-11-28,767 Mia Street Suite 729,East Gabrielleton,New Mexico,2022-07-02
CUS000038,Brittany Clark,ryanmorton@example.org,9610078835,1967-12-04,0457 Matthew Mountains,Brittanytown,Alaska,2024-01-13
CUS000039,Krista Evans,mooreandrew@example.net,1560120409,1996-03-22,4083 Rose Road Apt. 218,Wilsonshire,Michigan,2026-06-18
