customer_id,customer_name,email,phone,dob,address,city,state,signup_date
CUS000376,Cameron Thompson,phuff@example.com,4972281863,2004-01-11,3052 Lisa Stravenue,Robertchester,Louisiana,2025-06-05
CUS000377,Christine Smith,ericbutler@example.com,2740948317,1961-07-09,954 Jared Ferry,Hardingburgh,Idaho,2024-02-02
CUS000378,John Graham,hallscott@example.net,3733106343,1982-10-26,39714 Kevin Tunnel Apt. 682,Lake Danielton,Louisiana,2022-07-24
CUS000379,Jennifer Craig,vincentjackson@example.net,4987251738,2006-11-29,1904 Andrew Burg Suite 151,Courtneyshire,Missouri,2025-06-30
CUS000380,Deborah Price,mariah74@example.com,5551265855,1963-07-29,969 Gary Lakes,Schmidthaven,Hawaii,2022-12-15
CUS000381,Monica Lopez,carlsoncarlos@example.org,1367459929,1960-09-11,552 Andrew Mountains,Johnbury,West Virginia,2024-08-05
CUS000382,Gail Brown,smithsandra@example.com,678120489,1997-03-02,1056 Garcia Station,Port Derek,Alabama,2021-08-28
CUS000383,Darrell Collins,guerrerobenjamin@example.com,2871128709,2000-02-25,243 Vang Station,Lake Carlahaven,Alaska,2023-02-14
CUS000384,Andrew Chapman,dixonvincent@example.net,6669526882,1970-09-17,00600 Garcia Loaf Suite 929,West Brianside,New Hampshire,2022-12-14
CUS000385,Jeff Martin,dreilly@example.org,6637388708,1961-03-12,22906 Brandon Parks Suite 899,Kathrynberg,Nevada,2025-05-28
CUS000386,Justin Johnson,nina19@example.com,1243139687,1990-04-11,5333 Erika Brook Apt. 605,Lake Kellymouth,South Carolina,2025-08-21
CUS000387,Mary Parker,oramirez@example.org,4647401210,1984-05-24,043 Gina Green,Navarroview,Hawaii,2023-03-06
CUS000388,Robin Sanchez,reedmolly@example.org,4731295914,2001-01-07,12422 Underwood Station,Port Destinymouth,Indiana,2022-05-25
CUS000389,Melissa Rodriguez,pfarmer@example.com,5544093454,1984-12-04,59797 Smith Stream Apt. 775,South Courtneymouth,Wyoming,2023-12-06
CUS000390,Emily Campos,alibrandon@example.net,2060168539,1982-10-02,353 Williams Meadow,Keithborough,Oklahoma,2024-02-27
CUS000391,Megan Yoder,david78@example.com,3327029586,1976-03-04,663 Kevin Burgs,East Richardchester,Wisconsin,2025-09-30
CUS000392,Nicole Davis,gbrown@example.org,379173328,2003-11-24,6789 Shannon Roads Suite 105,Lake Richard,Florida,2021-09-23
CUS000393,Gabriella Gonzales,taylorray@example.org,1601204669,1986-07-06,031 Williams Vista Suite 330,Steveborough,Missouri,2023-03-15
CUS000394,Connie Black,colemaria@example.org,8835620804,1991-01-26,939 Jackson Crossing,Codyport,South Dakota,2025-07-28
CUS000395,John Webb,karenmaddox@example.org,9048457081,1998-12-14,671 Melvin Manors Apt. 277,Paynebury,Missouri,2023-01-08
CUS000396,Jason Powers,stephanie57@example.net,729851400,1992-10-18,601 Acosta Summit,East Katherine,Alaska,2023-07-12
CUS000397,John Pena,agreen@example.net,150727145,1974-09-21,525 Washington Drives Apt. 919,Heatherhaven,Mississippi,2023-06-30
CUS000398,Roger Williams DVM,raymond46@example.net,7842598800,1973-09-22,357 Waters Parks Suite 839,Murrayfurt,Tennessee,2023-04-13
CUS000399,Barbara Bennett,starkashley@example.com,175213566,1992-11-09,09925 Carrie Rapids Apt. 134,New Kelly,Arkansas,2022-10-08
CUS000400,Michael Perez,kathy45@example.com,1440627495,1983-05-02,276 Townsend Mountains Apt. 468,Lake Susanmouth,West Virginia,2024-11-09
CUS000401,Pamela Wiley,shawbrian@example.net,4087814820,1991-06-20,3650 Hampton Circle Apt. 316,East Paulachester,Florida,2024-04-10
CUS000402,Carl Jones,jonesmark@example.com,8660418699,2006-09-30,19869 Ryan Extension,Port Aprilville,Kentucky,2025-03-23
CUS000403,Michelle Hicks MD,ukidd@example.net,1963194437,1969-11-14,002 Cohen Freeway Apt. 224,Port Heatherstad,New Mexico,2025-03-17
CUS000404,Sean Larson,qshannon@example.net,8098425454,1996-07-28,0442 Reeves Lakes Suite 155,Amandaport,Oklahoma,2025-11-30
CUS000405,Andrea Phillips MD,chad96@example.com,7248288869,2005-06-05,72071 Foley Ports Apt. 523,West Angela,Pennsylvania,2022-07-22
CUS000406,Miss Sheila Mathis,jennifer45@example.net,2573693389,1982-02-11,11478 Campbell Valleys Suite 831,Haynesberg,Mississippi,2025-10-10
CUS000407,Jorge Gregory,karen22@example.net,9412613570,2001-08-13,369 Powell Flat,South Joan,Idaho,2024-09-30
CUS000408,Gabriella Davis,paige99@example.org,4678294861,1978-11-18,4518 Nguyen Manor Apt. 974,Port Elizabethmouth,Utah,2023-02-27
CUS000409,Juan Richardson,josephwheeler@example.net,9132369789,1964-07-04,2031 Smith Divide,North Blaketown,Vermont,2025-09-28
CUS000410,Joseph Parker,cookjeffrey@example.org,7270428924,2004-04-12,305 Sandy Mountains Apt. 434,Port Patriciabury,Arkansas,2024-05-11
CUS000411,Madison Allen,xshannon@example.com,2486488060,2007-08-11,95819 Glenn Field Suite 950,West Laura,Wisconsin,2025-03-12
CUS000412,Jessica Anderson,johnsoncheryl@example.net,1108084789,2006-06-29,39224 Miller Mills Apt. 642,Murphyton,Ohio,2023-09-16
CUS000413,John Mitchell,amanda63@example.net,9343132902,2000-12-18,1817 Timothy Estate,Fostershire,Delaware,2024-09-26
CUS000414,Kelsey Merritt,marymartinez@example.com,4104574927,1999-01-29,415 Kristy Divide Apt. 370,Ortegaville,Georgia,2023-09-02
CUS000415,Stephen Price,jessicaprice@example.net,6805608257,1967-05-01,493 Elizabeth Port,Port Kevinborough,New Mexico,2023-10-15
CUS000416,Renee James,jeffreysmith@example.org,924550952,1963-10-09,29121 Brown Gateway Suite 029,Salasfurt,Delaware,2025-01-13
CUS000417,Richard Guzman,sandy06@example.org,9922371656,1961-10-11,5847 Shea Brooks,South Frankfort,California,2022-12-31
CUS000418,Alexis Rogers,spratt@example.org,8568353148,1964-08-18,7302 Debra Island,Port Jeremy,Louisiana,2024-08-16
CUS000419,Debra Lewis,michael09@example.com,8224159388,1985-01-15,603 Rogers Loaf Apt. 258,Melindamouth,Alabama,2022-01-09
CUS000420,Marissa Foster,quinnwendy@example.org,9120390244,2008-03-15,0652 Herrera Mews,South Christopher,Connecticut,2023-12-08
CUS000421,Kathryn Williams,bryan75@example.com,4518201743,1990-02-24,264 Horton Prairie,Kristenfort,South Carolina,2023-10-28
CUS000422,Jacob Adams,duane00@example.org,2291433828,1993-11-13,507 Ray Forges,Haleyland,Connecticut,2024-02-06
CUS000423,Jessica Johnson,phillip67@example.com,4414379146,1965-09-10,9350 Amanda Course,Elliottchester,Georgia,2026-04-13
CUS000424,Sean Robinson,brandonwells@example.net,2405179996,1992-08-11,91237 John Light Suite 156,Lake Virginia,Arizona,2025-04-01
CUS000425,Marvin Sparks,brandon51@example.org,623370494,1985-06-28,35289 Jodi Plain,Taylorchester,Iowa,2022-07-07
CUS000426,Tammy Roberson,ndavis@example.org,9238248202,2008-03-10,916 Cody Fields Suite 393,Collinsshire,Nevada,2025-07-29
CUS000427,Alyssa Baker,nicholas09@example.org,6255290456,1963-12-31,3134 Webb Fall,Williamschester,North Carolina,2023-08-13
CUS000428,Jill Boyer,xkirk@example.com,30398739,1984-10-28,5941 Matthew Manors,Kevinshire,Vermont,2021-12-27
CUS000429,Lisa Weeks,calderonrebekah@example.com,8745429233,2005-07-05,4656 Jerry Canyon,Adrienneland,Oklahoma,2022-01-01
CUS000430,Mrs. Monique Schwartz MD,acostajason@example.org,6916052291,1973-05-04,42412 Kathy Overpass,Alexisside,Alaska,2022-11-06
CUS000431,Bethany Lamb,deborah34@example.com,121488060,2001-01-21,359 Jessica Plaza Suite 465,New William,Missouri,2025-01-12
CUS000432,Nicole Greer,carla89@example.com,5309658857,1974-09-02,2078 Jordan Brooks Apt. 651,Santiagofort,South Carolina,2025-10-05
