customer_id,customer_name,email,phone,dob,address,city,state,signup_date
CUS000626,Laurie Kim,adamserica@example.com,2416103581,1996-10-17,24097 Skinner Port Suite 310,Matthewsview,Vermont,2021-11-23
CUS000627,Mariah Chang,rbrooks@example.org,8070452927,1990-01-17,6699 Melendez Expressway Suite 097,Dustinhaven,Ohio,2026-06-08
CUS000628,David Blevins,ohowell@example.net,7387317893,1985-09-28,792 Grimes Lakes,North Davidshire,South Dakota,2025-01-01
CUS000629,Justin White,mitchellflowers@example.net,0706541756,2006-08-13,7499 Haley Hollow Apt. 972,Portertown,South Carolina,2025-06-01
CUS000630,Seth Rodriguez,vasquezaaron@example.org,7541051385,1994-02-23,61436 Berry Meadows,Alisonfurt,Idaho,2023-07-31
CUS000631,Edwin Mendez,espinozajohn@example.com,1916116522,1988-06-20,441 Alfred Parks Apt. 597,Espinozabury,Oklahoma,2022-04-28
CUS000632,Johnny Taylor,levineshelley@example.org,5356637710,2005-12-05,996 Grant Point,Jessicaborough,Ohio,2025-10-22
CUS000633,Michelle Hutchinson,jillthomas@example.com,7625462484,1990-03-01,39923 Stephanie Prairie Apt. 875,Port Meghan,New York,2025-10-17
CUS000634,Stephanie Simon,crawfordsusan@example.net,0219608054,1987-02-21,57326 Charles Pine,Lisaland,Utah,2024-07-23
CUS000635,Brandy Miller,pennybraun@example.com,9571748434,1974-01-22,460 Deborah Island,East Courtney,Georgia,2022-01-11
CUS000636,Daniel Valdez,brianedwards@example.org,4064257899,1982-07-04,910 Taylor Burgs,East Andrea,West Virginia,2023-02-20
CUS000637,Crystal Gallagher,jennifer62@example.net,0068659794,2004-01-31,7544 Brown Turnpike Suite 629,Shannonmouth,Kentucky,2021-12-06
CUS000638,Donna Jackson,hansonjames@example.com,8811706920,1971-11-18,4634 Theresa Well Apt. 125,Kaylaside,New Hampshire,2025-01-07
CUS000639,Kim Lang,tdominguez@example.org,2071977705,1968-12-12,774 Debra Ridge,Teresaville,Kentucky,2024-04-25
CUS000640,Joseph Miles,burtonamber@example.net,2496172061,1965-06-23,00158 Powers Row Suite 898,New Douglasview,North Carolina,2022-01-29
CUS000641,Kyle Gonzalez,ronald78@example.org,3826870867,1980-12-21,8688 Thomas Groves,Burketown,South Carolina,2026-04-30
CUS000642,Wesley Whitney,albertmeyer@example.net,9236379543,1971-02-17,212 Smith Ferry Apt. 286,Lake John,Kansas,2023-04-06
CUS000643,Richard Smith,jamespowell@example.net,1002582595,1962-08-21,670 Brown Throughway Suite 934,Linhaven,Illinois,2023-02-21
CUS000644,Rachel Green,fmolina@example.net,5971672061,2004-10-29,71482 Barber Cove Apt. 108,Nicolestad,Louisiana,2021-12-28
CUS000645,Kyle Garner,collinsronald@example.net,0735989290,1961-09-23,58084 Daniel Ramp,Bradleyberg,Iowa,2026-02-12
CUS000646,Ann Graham,cgrant@example.com,9307648044,1986-07-22,7793 Martinez Roads,South Brandonshire,Massachusetts,2022-06-30
CUS000647,Madeline Le,johnathan33@example.com,4958981749,1961-10-16,0571 Jason Curve Suite 681,South Tracy,Montana,2022-08-31
CUS000648,Mrs. Crystal Coffey DDS,blankenshiprobert@example.net,1627056598,2003-03-26,17174 Dennis Meadow,Dwayneburgh,Vermont,2026-06-25
CUS000649,Timothy Marquez,john01@example.org,4408129420,1992-02-27,28853 Rios Center,Sarahfurt,New Jersey,2026-05-06
CUS000650,Richard Smith,bsaunders@example.org,5499074772,1981-03-25,50874 Snyder Flat,Kyleberg,Montana,2022-03-14
CUS000651,Tami Thornton,lhoffman@example.com,3858691038,1973-06-02,9682 Villegas Field,Ericmouth,Oklahoma,2025-09-14
CUS000652,Chase Crawford,morganwallace@example.com,8585343368,2004-10-25,020 Roger Road Suite 599,Matthewborough,Georgia,2022-09-30
CUS000653,Meredith Martinez,rdillon@example.org,9281466093,1977-01-31,3855 Diana Ways Suite 673,New Daniel,Tennessee,2024-11-25
CUS000654,Dawn Long,george44@example.com,7453914969,1961-06-07,8866 Brandon Tunnel,North Stanleyland,Pennsylvania,2022-03-22
CUS000655,Angel Benson,yhawkins@example.net,8867877688,1992-11-04,8140 Brent Ville,North Juliabury,Kansas,2022-01-22
CUS000656,Bryan Rivas,brianfoster@example.net,4013080739,2003-08-18,5741 Fisher Path,Lopezport,Kentucky,2021-08-18
CUS000657,Matthew Wells,wwilliams@example.com,3618681987,1985-07-22,5181 Jorge Ranch,New Andrea,Missouri,2025-09-10
CUS000658,Nicole Hoffman,kimberly57@example.com,8216956825,1960-08-25,659 Alan Freeway Apt. 248,New Shawn,Idaho,2025-02-11
CUS000659,Janet Vargas,mwelch@example.org,8243029723,1998-02-19,79846 Haynes Lake,Adamsbury,South Dakota,2023-09-30
CUS000660,Thomas Moss,kristin31@example.org,6540396706,1989-11-15,244 Alvarez Falls Suite 784,Jacobstown,New Jersey,2022-05-19
CUS000661,Connie Holder,fadams@example.org,0384339771,2003-12-18,444 Ronald Points Suite 731,Allisonview,Idaho,2022-12-08
CUS000662,Daniel Olsen,timothy76@example.net,8272755096,1987-08-24,04788 Cox Islands,Lake Heather,Washington,2021-11-09
CUS000663,Charlene Rasmussen,patricia23@example.org,3730658785,1977-10-25,032 Soto Parks Suite 181,Lynnshire,Alaska,2021-11-10
CUS000664,Sherry Brown,kathleenturner@example.com,3675116338,1978-04-18,24154 Smith Cliff,Port Janicestad,Virginia,2025-02-26
CUS000665,Kristina Fisher,usullivan@example.org,5346738801,2005-08-21,8639 Johnson Hill Suite 642,West Brianmouth,North Dakota,2025-06-16
CUS000666,Barbara Torres,michaelmitchell@example.org,7715776900,1966-01-27,336 Jennifer Junctions Apt. 855,Paulaberg,Oregon,2026-01-31
CUS000667,Janet Reed,jonesbrian@example.org,7188361730,1993-01-13,1789 Laura Station Apt. 614,Jenniferview,Kansas,2026-02-22
CUS000668,Joel Walsh,paul54@example.com,8413806523,1987-07-30,386 Sarah Haven Apt. 825,North Brandonhaven,Maryland,2025-05-26
CUS000669,Brian Brown,debraedwards@example.net,4476058188,1992-10-20,02848 Robinson Ports Suite 804,Chenton,South Dakota,2025-09-15
CUS000670,Tyrone Adkins Jr.,hramos@example.net,3117507438,1972-11-13,8205 Mark Club,Lake Matthewshire,Mississippi,2026-02-20
CUS000671,Heather Smith,tony75@example.org,4600386209,1968-04-10,0372 Christie Fall Suite 817,North Justinborough,New Hampshire,2024-05-27
CUS000672,Madison Fitzgerald,kellybryan@example.net,7696901920,2002-07-23,0202 Meyer Villages,North Stephenview,Missouri,2026-07-15
CUS000673,Stacy Campbell,christine54@example.com,3935673437,1964-05-17,1187 Brittany Views Suite 251,West Melissa,New Jersey,2024-12-21
CUS000674,Stephanie Smith,colemansteven@example.net,3991882281,1987-06-12,1346 Smith Streets,Moralesfurt,Mississippi,2026-01-10
CUS000675,David Espinoza,medinastephanie@example.net,9936992931,1982-10-30,1973 Morris Lights,Jesusfurt,Wyoming,2025-06-19
CUS000676,Kim Gregory,jensenwayne@example.org,8383031006,1985-04-08,1718 Flowers Key Apt. 837,Klineberg,Kentucky,2024-01-09
CUS000677,Melissa Harris,rcarter@example.org,2336901904,1969-04-10,73869 Vincent Plain Apt. 949,Emilymouth,New York,2024-11-21
CUS000678,Melinda Jones,shawnrosales@example.com,4095902293,1972-03-20,1633 Jacob Radial,New Jamieland,Florida,2024-05-10
CUS000679,Amanda Lawson,rachelmolina@example.com,8406292080,1969-10-24,39586 Charles Ports,Charleshaven,Massachusetts,2021-11-06
